NASA/LANGLEY/DRAGON MS(1)-0613 AIRFOIL
     1.000000   -0.000471
     0.975000    0.004699
     0.950000    0.009822
     0.925000    0.014950
     0.900000    0.020079
     0.875000    0.025177
     0.850000    0.030259
     0.825000    0.035288
     0.800000    0.040179
     0.775000    0.044899
     0.750000    0.049418
     0.725000    0.053710
     0.700000    0.057745
     0.675046    0.061808
     0.650111    0.065765
     0.625182    0.069555
     0.600247    0.073139
     0.575295    0.076460
     0.550320    0.079486
     0.525323    0.082182
     0.500301    0.084469
     0.475258    0.086283
     0.450200    0.087625
     0.425128    0.088539
     0.400050    0.089072
     0.374968    0.089193
     0.349888    0.088903
     0.324813    0.088217
     0.299741    0.087147
     0.274674    0.085689
     0.249618    0.083817
     0.224580    0.081499
     0.199569    0.078705
     0.174587    0.075391
     0.149637    0.071472
     0.124738    0.066799
     0.099931    0.061163
     0.075251    0.054296
     0.050668    0.045724
     0.038253    0.040382
     0.025509    0.033685
     0.012500    0.024286
     0.005000    0.015120
     0.002000    0.009475
     0.000000    0.000986
     0.002000   -0.006272
     0.005000   -0.009977
     0.012500   -0.015246
     0.025000   -0.020594
     0.037500   -0.024404
     0.050000   -0.027454
     0.075000   -0.032278
     0.100000   -0.036076
     0.125000   -0.039204
     0.150000   -0.041819
     0.175000   -0.044001
     0.200000   -0.045806
     0.225000   -0.047282
     0.250000   -0.048471
     0.275000   -0.049410
     0.300000   -0.050129
     0.325000   -0.050645
     0.350000   -0.050960
     0.375000   -0.051059
     0.400000   -0.050919
     0.425000   -0.050512
     0.450000   -0.049814
     0.475000   -0.048812
     0.500000   -0.047511
     0.525000   -0.045918
     0.550000   -0.044024
     0.575000   -0.041812
     0.600000   -0.039274
     0.625000   -0.036426
     0.650000   -0.033315
     0.675000   -0.030007
     0.700000   -0.026571
     0.725000   -0.023071
     0.750000   -0.019568
     0.775000   -0.016140
     0.800000   -0.012881
     0.825000   -0.009897
     0.850000   -0.007286
     0.875000   -0.005135
     0.900000   -0.003535
     0.925000   -0.002607
     0.950000   -0.002523
     0.975000   -0.003540
     1.000000   -0.006054
